n,kappa,feature,level,bc,resolvable,low,high,position,all_peaks,competing,physical_interpretation,reference_numerical_ambiguous_count
8,0.3,minus_dm0_dh,RN,PBC,True,0.4625,0.475,0.46875,"[{'index': 12, 'coordinate': 0.46875, 'value': 2.762411253644564, 'interval_low': 0.4625, 'interval_high': 0.475, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.3,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.07500000000000001, 'value': -0.010002809827908687, 'interval_low': 0.05, 'interval_high': 0.1, 'endpoint': True, 'step': 0.04999999999999993}, {'index': 44, 'coordinate': 1.975, 'value': -0.00873730601945149, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.3,dmx_dh,RN,PBC,True,0.4375,0.45,0.44375,"[{'index': 10, 'coordinate': 0.44375, 'value': 2.0337195458670303, 'interval_low': 0.4375, 'interval_high': 0.45, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.3,chi_f,RN,PBC,True,0.4375,0.45,0.44375,"[{'index': 10, 'coordinate': 0.44375, 'value': 13.345887796073889, 'interval_low': 0.4375, 'interval_high': 0.45, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.4,minus_dm0_dh,RN,PBC,True,0.2375,0.25,0.24375,"[{'index': 11, 'coordinate': 0.24375, 'value': 9.119333557640212, 'interval_low': 0.2375, 'interval_high': 0.25, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.4,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.0026234868644947618, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999982}, {'index': 49, 'coordinate': 1.975, 'value': -0.0048167889604111514, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.4,dmx_dh,RN,PBC,True,0.2375,0.25,0.24375,"[{'index': 11, 'coordinate': 0.24375, 'value': 4.911003835565602, 'interval_low': 0.2375, 'interval_high': 0.25, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.4,chi_f,RN,PBC,True,0.2375,0.25,0.24375,"[{'index': 11, 'coordinate': 0.24375, 'value': 118.52351012147146, 'interval_low': 0.2375, 'interval_high': 0.25, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.45,minus_dm0_dh,RN,PBC,True,0.1125,0.125,0.11875,"[{'index': 7, 'coordinate': 0.11875, 'value': 33.34821215211711, 'interval_low': 0.1125, 'interval_high': 0.125, 'endpoint': False, 'step': 0.04999999999999988}, {'index': 39, 'coordinate': 1.525, 'value': 0.007658016100511304, 'interval_low': 1.5, 'interval_high': 1.55, 'endpoint': False, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.45,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.003189351994667411, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999988}, {'index': 13, 'coordinate': 0.225, 'value': -0.07233677706047119, 'interval_low': 0.2, 'interval_high': 0.25, 'endpoint': False, 'step': 0.04999999999999988}, {'index': 48, 'coordinate': 1.975, 'value': -0.0025993308370197954, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.45,dmx_dh,RN,PBC,True,0.1125,0.125,0.11875,"[{'index': 7, 'coordinate': 0.11875, 'value': 15.920924935038466, 'interval_low': 0.1125, 'interval_high': 0.125, 'endpoint': False, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.45,chi_f,RN,PBC,True,0.1125,0.125,0.11875,"[{'index': 7, 'coordinate': 0.11875, 'value': 1715.8083849445188, 'interval_low': 0.1125, 'interval_high': 0.125, 'endpoint': False, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.475,minus_dm0_dh,RN,PBC,True,0.05,0.0625,0.05625,"[{'index': 5, 'coordinate': 0.05625, 'value': 62.73021469540802, 'interval_low': 0.05, 'interval_high': 0.0625, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 52, 'coordinate': 1.875, 'value': 0.004770809348785838, 'interval_low': 1.85, 'interval_high': 1.9, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.475,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.0038131348720771285, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999982}, {'index': 9, 'coordinate': 0.10625000000000001, 'value': -0.04542181245057287, 'interval_low': 0.1, 'interval_high': 0.1125, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 54, 'coordinate': 1.975, 'value': -0.001407402067195028, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.475,dmx_dh,RN,PBC,True,0.05,0.0625,0.05625,"[{'index': 5, 'coordinate': 0.05625, 'value': 29.36741372652642, 'interval_low': 0.05, 'interval_high': 0.0625, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 18, 'coordinate': 0.26875000000000004, 'value': 0.6211807766599703, 'interval_low': 0.2625, 'interval_high': 0.275, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.475,chi_f,RN,PBC,True,0.05,0.0625,0.05625,"[{'index': 5, 'coordinate': 0.05625, 'value': 10071.201701310485, 'interval_low': 0.05, 'interval_high': 0.0625, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 17, 'coordinate': 0.25625, 'value': 1.2496170418581023, 'interval_low': 0.25, 'interval_high': 0.2625, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.5,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.055272578614617984, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999982}, {'index': 49, 'coordinate': 1.975, 'value': 0.0028924659983031705, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.5,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.025747450941311645, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999982}, {'index': 49, 'coordinate': 1.975, 'value': -0.00015313730607258144, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.5,dmx_dh,RN,PBC,True,0.2625,0.275,0.26875000000000004,"[{'index': 13, 'coordinate': 0.26875000000000004, 'value': 0.6326479607451402, 'interval_low': 0.2625, 'interval_high': 0.275, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.5,chi_f,RN,PBC,True,0.2375,0.25,0.24375,"[{'index': 11, 'coordinate': 0.24375, 'value': 1.3449378461960149, 'interval_low': 0.2375, 'interval_high': 0.25, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.525,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.003805265980721839, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999982}, {'index': 8, 'coordinate': 0.09375, 'value': -0.07518461258774971, 'interval_low': 0.0875, 'interval_high': 0.1, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 54, 'coordinate': 1.975, 'value': 0.0011864108458553557, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.525,minus_dmap_dh,RN,PBC,True,0.05,0.0625,0.05625,"[{'index': 5, 'coordinate': 0.05625, 'value': 31.758088913283707, 'interval_low': 0.05, 'interval_high': 0.0625, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 54, 'coordinate': 1.975, 'value': 0.0011684579310022858, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.525,dmx_dh,RN,PBC,True,0.05,0.0625,0.05625,"[{'index': 5, 'coordinate': 0.05625, 'value': 30.522342088111827, 'interval_low': 0.05, 'interval_high': 0.0625, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 17, 'coordinate': 0.25625, 'value': 0.6434563029925483, 'interval_low': 0.25, 'interval_high': 0.2625, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.525,chi_f,RN,PBC,True,0.05,0.0625,0.05625,"[{'index': 5, 'coordinate': 0.05625, 'value': 12149.45749393031, 'interval_low': 0.05, 'interval_high': 0.0625, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 17, 'coordinate': 0.25625, 'value': 1.3808072338860078, 'interval_low': 0.25, 'interval_high': 0.2625, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.55,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.003188603258189066, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999988}, {'index': 48, 'coordinate': 1.975, 'value': -0.0003992219042858732, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.55,minus_dmap_dh,RN,PBC,True,0.1125,0.125,0.11875,"[{'index': 7, 'coordinate': 0.11875, 'value': 17.33565621163279, 'interval_low': 0.1125, 'interval_high': 0.125, 'endpoint': False, 'step': 0.04999999999999988}, {'index': 48, 'coordinate': 1.975, 'value': 0.0025622426838967072, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.55,dmx_dh,RN,PBC,True,0.1125,0.125,0.11875,"[{'index': 7, 'coordinate': 0.11875, 'value': 17.142474423021444, 'interval_low': 0.1125, 'interval_high': 0.125, 'endpoint': False, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.55,chi_f,RN,PBC,True,0.1125,0.125,0.11875,"[{'index': 7, 'coordinate': 0.11875, 'value': 2040.2807600344634, 'interval_low': 0.1125, 'interval_high': 0.125, 'endpoint': False, 'step': 0.04999999999999988}, {'index': 14, 'coordinate': 0.275, 'value': 1.2548986952360568, 'interval_low': 0.25, 'interval_high': 0.3, 'endpoint': False, 'step': 0.04999999999999988}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.6,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.0026249374734364245, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.04999999999999982}, {'index': 49, 'coordinate': 1.975, 'value': -0.0032631169417157682, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.6,minus_dmap_dh,RN,PBC,True,0.2375,0.25,0.24375,"[{'index': 11, 'coordinate': 0.24375, 'value': 4.104821323434048, 'interval_low': 0.2375, 'interval_high': 0.25, 'endpoint': False, 'step': 0.04999999999999982}, {'index': 48, 'coordinate': 1.9249999999999998, 'value': 0.005590659596944042, 'interval_low': 1.9, 'interval_high': 1.95, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.6,dmx_dh,RN,PBC,True,0.225,0.2375,0.23125,"[{'index': 10, 'coordinate': 0.23125, 'value': 5.002434391151816, 'interval_low': 0.225, 'interval_high': 0.2375, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.6,chi_f,RN,PBC,True,0.225,0.2375,0.23125,"[{'index': 10, 'coordinate': 0.23125, 'value': 108.0687702117533, 'interval_low': 0.225, 'interval_high': 0.2375, 'endpoint': False, 'step': 0.04999999999999982}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.7,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.07500000000000001, 'value': -0.010194990260344849, 'interval_low': 0.05, 'interval_high': 0.1, 'endpoint': True, 'step': 0.04999999999999993}, {'index': 44, 'coordinate': 1.975, 'value': -0.008076472789163562, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.7,minus_dmap_dh,RN,PBC,True,0.425,0.4375,0.43125,"[{'index': 12, 'coordinate': 0.43125, 'value': 1.1004832195250938, 'interval_low': 0.425, 'interval_high': 0.4375, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.7,dmx_dh,RN,PBC,True,0.4,0.4125,0.40625,"[{'index': 10, 'coordinate': 0.40625, 'value': 2.127209416977752, 'interval_low': 0.4, 'interval_high': 0.4125, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.7,chi_f,RN,PBC,True,0.4,0.4125,0.40625,"[{'index': 10, 'coordinate': 0.40625, 'value': 11.19540069436666, 'interval_low': 0.4, 'interval_high': 0.4125, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.8,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.07500000000000001, 'value': -0.00757037896521401, 'interval_low': 0.05, 'interval_high': 0.1, 'endpoint': True, 'step': 0.04999999999999993}, {'index': 44, 'coordinate': 1.975, 'value': -0.012136072642873464, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.8,minus_dmap_dh,RN,PBC,True,0.55,0.6,0.575,"[{'index': 16, 'coordinate': 0.575, 'value': 0.6306230667993249, 'interval_low': 0.55, 'interval_high': 0.6, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.8,dmx_dh,RN,PBC,True,0.5125,0.525,0.51875,"[{'index': 13, 'coordinate': 0.51875, 'value': 1.4636086108625712, 'interval_low': 0.5125, 'interval_high': 0.525, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.8,chi_f,RN,PBC,True,0.525,0.5375,0.53125,"[{'index': 14, 'coordinate': 0.53125, 'value': 4.448571246798893, 'interval_low': 0.525, 'interval_high': 0.5375, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.9,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.07500000000000001, 'value': -0.005911031527111505, 'interval_low': 0.05, 'interval_high': 0.1, 'endpoint': True, 'step': 0.04999999999999993}, {'index': 44, 'coordinate': 1.975, 'value': -0.015834284563637765, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.9,minus_dmap_dh,RN,PBC,True,0.7,0.75,0.725,"[{'index': 19, 'coordinate': 0.725, 'value': 0.4522679624925659, 'interval_low': 0.7, 'interval_high': 0.75, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.9,dmx_dh,RN,PBC,True,0.6,0.6125,0.60625,"[{'index': 14, 'coordinate': 0.60625, 'value': 1.148872573282647, 'interval_low': 0.6, 'interval_high': 0.6125, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,0.9,chi_f,RN,PBC,True,0.625,0.6375,0.63125,"[{'index': 16, 'coordinate': 0.63125, 'value': 2.5578249307627594, 'interval_low': 0.625, 'interval_high': 0.6375, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,1.0,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.07500000000000001, 'value': -0.00475882499416467, 'interval_low': 0.05, 'interval_high': 0.1, 'endpoint': True, 'step': 0.04999999999999993}, {'index': 44, 'coordinate': 1.975, 'value': -0.019407737438561484, 'interval_low': 1.95, 'interval_high': 2.0, 'endpoint': True, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,1.0,minus_dmap_dh,RN,PBC,True,0.8,0.85,0.825,"[{'index': 21, 'coordinate': 0.825, 'value': 0.36088327514970203, 'interval_low': 0.8, 'interval_high': 0.85, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,1.0,dmx_dh,RN,PBC,True,0.6875,0.7,0.69375,"[{'index': 15, 'coordinate': 0.69375, 'value': 0.9596672610500113, 'interval_low': 0.6875, 'interval_high': 0.7, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
8,1.0,chi_f,RN,PBC,True,0.7125,0.725,0.71875,"[{'index': 17, 'coordinate': 0.71875, 'value': 1.7233169658693468, 'interval_low': 0.7125, 'interval_high': 0.725, 'endpoint': False, 'step': 0.04999999999999993}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.0,minus_dm0_dh,RN,PBC,True,0.95,1.05,1.0,"[{'index': 9, 'coordinate': 1.0, 'value': 1.359948533424864, 'interval_low': 0.95, 'interval_high': 1.05, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.0,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.1, 'value': -0.004205877287006832, 'interval_low': 0.05, 'interval_high': 0.15, 'endpoint': True, 'step': 0.10000000000000002}, {'index': 18, 'coordinate': 1.9, 'value': -0.014345126049870196, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.0,dmx_dh,RN,PBC,True,0.85,0.95,0.8999999999999999,"[{'index': 8, 'coordinate': 0.8999999999999999, 'value': 0.9525130728258704, 'interval_low': 0.85, 'interval_high': 0.95, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.0,chi_f,RN,PBC,True,0.95,1.05,1.0,"[{'index': 9, 'coordinate': 1.0, 'value': 4.065629881341664, 'interval_low': 0.95, 'interval_high': 1.05, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.3,minus_dm0_dh,RN,PBC,True,0.45,0.55,0.5,"[{'index': 4, 'coordinate': 0.5, 'value': 3.008408761223182, 'interval_low': 0.45, 'interval_high': 0.55, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.3,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.1, 'value': -0.009303408445728578, 'interval_low': 0.05, 'interval_high': 0.15, 'endpoint': True, 'step': 0.10000000000000002}, {'index': 18, 'coordinate': 1.9, 'value': -0.006559641613887732, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.3,dmx_dh,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 1.964113938228879, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.3,chi_f,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 23.983767420371237, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.45,minus_dm0_dh,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 32.48658968733125, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 9, 'coordinate': 0.275, 'value': 0.12451374429659576, 'interval_low': 0.25, 'interval_high': 0.3, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 23, 'coordinate': 1.6, 'value': 0.004581276682607278, 'interval_low': 1.55, 'interval_high': 1.65, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.45,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.002126212169101249, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 6, 'coordinate': 0.1375, 'value': -0.08027153231076127, 'interval_low': 0.125, 'interval_high': 0.15, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': -0.002332259304984322, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.45,dmx_dh,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 11.404610955014558, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 8, 'coordinate': 0.225, 'value': 1.359895902350853, 'interval_low': 0.2, 'interval_high': 0.25, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
