kappa,mode,budget,p,method,repeat,frozen_rule_match,reference_resolvable,frozen_position_error,delta_h_ED,delta_h_noise,curve_audit_status,quality_supports_position,response_amplitude_ratio,reference_response_max,observed_response_max,response_rmse,all_preparation_joint_failures,branch_switches_in_window,delta_h_noise_finite_p0,finite_p0_resolvable,finite_p0_curve_issues,noise_shift_scope
0.0,equal_shots,10000,0,raw,31,True,True,0.03750000000000009,0.03750000000000009,,[],True,2.3569440919489146,0.969475690070606,2.2850000000000117,0.562527836535954,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,-1,False,True,0.0,,,"[""competing_peaks""]",False,1.0205635883182498,0.969475690070606,0.9894115890457691,0.014016994939945984,0,10,,,,
0.0,equal_shots,10000,0,zne_quadratic,0,True,True,-0.025000000000000022,-0.025000000000000022,,[],True,5.424270370270915,0.969475690070606,5.258698260347937,2.6463940526369205,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,1,False,True,0.07500000000000018,0.07500000000000018,,[],True,4.288832055204943,0.969475690070606,4.157918416316748,2.001536339709874,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,2,True,True,-0.03749999999999998,-0.03749999999999998,,[],True,8.035469111185641,0.969475690070606,7.790191961607738,2.649411751720387,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,3,False,True,0.0625,0.0625,,[],True,4.09546721953284,0.969475690070606,3.970455908818146,1.8178340580906227,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,4,False,True,0.07500000000000018,0.07500000000000018,,[],True,4.738985392649349,0.969475690070606,4.594331133773249,2.139216658389838,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,5,False,True,-0.0625,,,"[""endpoint_dominated""]",False,5.783542234949483,0.969475690070606,5.607003599280144,2.093102513784854,0,10,,True,"[""endpoint_dominated""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,6,False,True,0.0625,0.0625,,[],True,5.996630283859976,0.969475690070606,5.813587282543444,2.5873924005348887,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,7,True,True,0.012499999999999956,0.012499999999999956,,[],True,7.012955860152015,0.969475690070606,6.798890221955575,2.2289728784637846,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,8,True,True,0.04999999999999982,0.04999999999999982,,[],True,3.9848625335285974,0.969475690070606,3.86322735452914,1.9407031712600074,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,9,False,True,0.08749999999999991,,,"[""competing_peaks""]",False,3.5996797808699927,0.969475690070606,3.489802039592144,2.1237980855100247,0,10,,False,"[""competing_peaks""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,10,True,True,0.012499999999999956,0.012499999999999956,,[],True,5.070025991319761,0.969475690070606,4.915266946610633,2.53173150645471,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,11,True,True,0.0,,,"[""endpoint_dominated""]",False,4.938924632734193,0.969475690070606,4.788167366526696,2.4649360024737197,0,10,,True,"[""endpoint_dominated""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,12,False,True,0.08749999999999991,0.08749999999999991,,[],True,6.384133414546734,0.969475690070606,6.189262147570509,2.2607279656827752,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,13,False,True,0.07500000000000018,,,"[""competing_peaks""]",False,3.843706203488023,0.969475690070606,3.72637972405522,2.1455961252213758,0,10,,False,"[""competing_peaks""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,14,True,True,0.025000000000000022,0.025000000000000022,,[],True,4.546007286648674,0.969475690070606,4.407243551289726,2.0343784305989288,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,15,True,True,0.012499999999999956,0.012499999999999956,,[],True,3.850280607900802,0.969475690070606,3.7327534493101022,1.4519849592105107,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,16,True,True,-0.012499999999999956,-0.012499999999999956,,[],True,4.587774091153771,0.969475690070606,4.44773545290935,1.9233018751937878,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,17,False,True,0.0625,0.0625,,[],True,6.36905095736421,0.969475690070606,6.174640071985521,1.8698085555538655,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,18,False,True,0.03750000000000009,,,"[""competing_peaks""]",False,5.56001248491264,0.969475690070606,5.390296940611867,1.9936584788148648,0,10,,False,"[""competing_peaks""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,19,False,True,-0.03749999999999998,,,"[""competing_peaks""]",False,3.4534959651018777,0.969475690070606,3.3480803839231963,1.8535198865746811,0,10,,False,"[""competing_peaks""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,20,True,True,-0.03749999999999998,-0.03749999999999998,,[],True,8.137565744420396,0.969475690070606,7.8891721655668885,2.460258422415407,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,21,True,True,-0.025000000000000022,-0.025000000000000022,,[],True,5.226264778542782,0.969475690070606,5.066736652669466,1.8708703480650657,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,22,False,True,-0.050000000000000044,-0.050000000000000044,,[],True,5.320240088679366,0.969475690070606,5.15784343131373,2.420486587325198,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,23,False,True,0.0625,0.0625,,[],True,4.056407522727112,0.969475690070606,3.9325884823034647,1.7469407842657647,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,24,True,True,0.025000000000000022,0.025000000000000022,,[],True,2.9774317396774714,0.969475690070606,2.8865476904619416,1.7256365469061505,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,25,True,True,0.0,0.0,,[],True,8.209497463290393,0.969475690070606,7.958908218356344,2.992563871482011,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,26,True,True,0.0,0.0,,[],True,4.473302108436067,0.969475690070606,4.3367576484703525,1.530806550836,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,27,True,True,0.03750000000000009,0.03750000000000009,,[],True,5.45868931102054,0.969475690070606,5.292066586682679,2.284435727162537,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,28,True,True,0.0,0.0,,[],True,4.797768302693674,0.969475690070606,4.651319736052829,1.8688543667974558,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,29,False,True,-0.07499999999999996,-0.07499999999999996,,[],True,4.390155229097031,0.969475690070606,4.2561487702459235,1.9338588970250974,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,30,True,True,0.025000000000000022,0.025000000000000022,,[],True,5.888732705555059,0.969475690070606,5.708983203359337,2.8117196312014263,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,zne_quadratic,31,True,True,0.012499999999999956,0.012499999999999956,,[],True,4.529377910780904,0.969475690070606,4.391121775644876,2.2719600279904744,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,-1,False,True,0.0,,,"[""competing_peaks""]",False,1.0205635883182682,0.969475690070606,0.9894115890457869,0.01401699493994721,0,10,,,,
0.0,equal_shots,10000,0,sv,0,False,True,0.08749999999999991,0.08749999999999991,,[],True,3.4380527452078,0.969475690070606,3.333108557659473,0.9984221899326797,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,1,True,True,0.03750000000000009,0.03750000000000009,,[],True,3.3908011402367713,0.969475690070606,3.2872992753232415,1.1351827020768228,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,2,True,True,-0.03749999999999998,,,"[""endpoint_dominated""]",False,3.1815307837752966,0.969475690070606,3.0844167520814314,1.1364341392450772,0,10,,True,"[""endpoint_dominated""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,3,False,True,-0.050000000000000044,-0.050000000000000044,,[],True,2.6285618050907984,0.969475690070606,2.5483267698836394,0.8156631542992892,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,4,False,True,-0.07499999999999996,-0.07499999999999996,,[],True,3.369377939553109,0.969475690070606,3.266530003056927,1.3047274764932433,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,5,True,True,0.025000000000000022,0.025000000000000022,,[],True,2.8264250027467246,0.969475690070606,2.740150329970695,0.9260882930350237,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,6,True,True,-0.025000000000000022,-0.025000000000000022,,[],True,2.3424786089487886,0.969475690070606,2.27097606588626,0.7579326596384703,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,7,False,True,0.0625,,,"[""competing_peaks""]",False,2.396013425375682,0.969475690070606,2.3228767689845258,0.9217909380020742,0,10,,False,"[""competing_peaks""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,8,False,True,-0.07499999999999996,,,"[""competing_peaks""]",False,3.8392740523832134,0.969475690070606,3.7220828613043877,1.591337548548347,0,10,,False,"[""competing_peaks""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,9,True,True,0.04999999999999982,,,"[""endpoint_dominated""]",False,2.8878196298140875,0.969475690070606,2.7996709284134544,0.9086930841461671,0,10,,True,"[""endpoint_dominated""]",delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,10,False,True,0.0625,0.0625,,[],True,3.195001432689945,0.969475690070606,3.0974762187336595,1.2043288975575477,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
0.0,equal_shots,10000,0,sv,11,False,True,-0.050000000000000044,-0.050000000000000044,,[],True,2.8198867531874217,0.969475690070606,2.733811655967336,1.0112222201794485,0,10,0.0,True,[],delta_h_noise uses exact clean circuit; delta_h_noise_finite_p0 uses same-estimator/budget/repeat finite p0. Both guarded by named-feature resolution and curve audit; no failed repeats removed.
