historical_relative_path,public_relative_path,status
annni/upgrade_noise.py,annni/upgrade_noise.py,KEEP
annni/vqe.py,annni/vqe.py,KEEP
configs/calibration_v1.json,configs/calibration_v1.json,KEEP
configs/diagnostics_v1.json,configs/diagnostics_v1.json,KEEP
configs/next_stage_proposal.json,configs/next_stage_proposal.json,KEEP
configs/noise_smoke_v1.json,configs/noise_smoke_v1.json,KEEP
configs/stage3_v1.json,configs/stage3_v1.json,KEEP
configs/stage4_local_amendment_v1.json,configs/stage4_local_amendment_v1.json,KEEP
configs/stage4_proposal.json,configs/stage4_proposal.json,KEEP
configs/stage4_upgrade_v1.json,configs/stage4_upgrade_v1.json,KEEP
configs/stage4_v1.json,configs/stage4_v1.json,KEEP
configs/stage5_v1.json,configs/stage5_v1.json,KEEP
configs/stage6_followup_v1.json,configs/stage6_followup_v1.json,KEEP
configs/stage6_v1.json,configs/stage6_v1.json,KEEP
data/core/active_measurements.json,data/core/active_measurements.json,KEEP
data/core/b0_parameter_index.json,data/core/b0_parameter_index.json,KEEP
data/core/b3_map_circuits.json,data/core/b3_map_circuits.json,KEEP
docs/BONUS_STATUS.md,docs/BONUS_STATUS.md,KEEP
docs/DATA_LAYOUT.md,docs/DATA_LAYOUT.md,KEEP
docs/EVIDENCE_LEDGER.json,docs/EVIDENCE_LEDGER.json,KEEP
docs/EVIDENCE_LEDGER.md,docs/EVIDENCE_LEDGER.md,KEEP
docs/FINAL_SUMMARY_CN.md,docs/FINAL_SUMMARY_CN.md,KEEP
docs/KNOWN_LIMITATIONS.md,docs/KNOWN_LIMITATIONS.md,KEEP
docs/METHODS_AND_NAMES.md,docs/METHODS_AND_NAMES.md,KEEP
docs/RELEASE_NOTES.md,docs/RELEASE_NOTES.md,KEEP
docs/REPRODUCE.md,docs/REPRODUCE.md,KEEP
docs/SUBMISSION_CHECKLIST.md,docs/SUBMISSION_CHECKLIST.md,KEEP
environments/README.md,environments/README.md,KEEP
environments/portable-python312.lock.txt,environments/portable-python312.lock.txt,KEEP
environments/requirements-stage6-documents.lock.txt,environments/requirements-stage6-documents.lock.txt,KEEP
environments/requirements-tn.lock.txt,environments/requirements-tn.lock.txt,KEEP
environments/requirements.lock.txt,environments/requirements.lock.txt,KEEP
figures/bias_sampling.pdf,figures/bias_sampling.pdf,KEEP
figures/bias_sampling.png,figures/bias_sampling.png,KEEP
figures/dynamics.pdf,figures/dynamics.pdf,KEEP
figures/dynamics.png,figures/dynamics.png,KEEP
figures/equal_resource.pdf,figures/equal_resource.pdf,KEEP
figures/equal_resource.png,figures/equal_resource.png,KEEP
figures/extensions.pdf,figures/extensions.pdf,KEEP
figures/extensions.png,figures/extensions.png,KEEP
figures/figure_inventory.json,figures/figure_inventory.json,KEEP
figures/floating_evidence.pdf,figures/floating_evidence.pdf,KEEP
figures/floating_evidence.png,figures/floating_evidence.png,KEEP
figures/floating_fit_sensitivity.pdf,figures/floating_fit_sensitivity.pdf,KEEP
figures/floating_fit_sensitivity.png,figures/floating_fit_sensitivity.png,KEEP
figures/phase_comparison.pdf,figures/phase_comparison.pdf,KEEP
figures/phase_comparison.png,figures/phase_comparison.png,KEEP
figures/phase_p0.pdf,figures/phase_p0.pdf,KEEP
figures/phase_p0.png,figures/phase_p0.png,KEEP
figures/phase_p001.pdf,figures/phase_p001.pdf,KEEP
figures/phase_p001.png,figures/phase_p001.png,KEEP
figures/phase_p005.pdf,figures/phase_p005.pdf,KEEP
figures/phase_p005.png,figures/phase_p005.png,KEEP
figures/phase_single_raw.pdf,figures/phase_single_raw.pdf,KEEP
figures/phase_single_raw.png,figures/phase_single_raw.png,KEEP
figures/phase_single_zne_quadratic.pdf,figures/phase_single_zne_quadratic.pdf,KEEP
figures/phase_single_zne_quadratic.png,figures/phase_single_zne_quadratic.png,KEEP
figures/reference_scope.pdf,figures/reference_scope.pdf,KEEP
figures/reference_scope.png,figures/reference_scope.png,KEEP
figures/release_statistics.csv,figures/release_statistics.csv,KEEP
figures/release_statistics.json,figures/release_statistics.json,KEEP
figures/resource_tradeoff.pdf,figures/resource_tradeoff.pdf,KEEP
figures/resource_tradeoff.png,figures/resource_tradeoff.png,KEEP
figures/six_windows.pdf,figures/six_windows.pdf,KEEP
figures/six_windows.png,figures/six_windows.png,KEEP
figures/slide_phases.pdf,figures/slide_phases.pdf,KEEP
figures/slide_phases.png,figures/slide_phases.png,KEEP
figures/slide_reference.pdf,figures/slide_reference.pdf,KEEP
figures/slide_reference.png,figures/slide_reference.png,KEEP
figures/window_coverage.pdf,figures/window_coverage.pdf,KEEP
figures/window_coverage.png,figures/window_coverage.png,KEEP
figures/window_example.pdf,figures/window_example.pdf,KEEP
figures/window_example.png,figures/window_example.png,KEEP
presentation.pdf,presentation.pdf,KEEP
presentation.pptx,presentation.pptx,KEEP
provenance/SIZE_AUDIT.csv,provenance/SIZE_AUDIT.csv,KEEP
provenance/SOURCE_MAP.csv,provenance/SOURCE_MAP.csv,KEEP
provenance/document_content.json,provenance/document_content.json,KEEP
provenance/replay_contract.json,provenance/replay_contract.json,KEEP
provenance/supplement_inventory.json,provenance/supplement_inventory.json,KEEP
provenance/verification/historical_source_integrity.json,provenance/verification/historical_source_integrity.json,KEEP
provenance/verification/html_offline.json,provenance/verification/html_offline.json,KEEP
provenance/verification/portable/clean_candidate.json,provenance/verification/portable/clean_candidate.json,KEEP
provenance/verification/portable/clean_candidate.log,provenance/verification/portable/clean_candidate.log,KEEP
provenance/verification/portable/notebook_execution.log,provenance/verification/portable/notebook_execution.log,KEEP
provenance/verification/portable/notebook_final.json,provenance/verification/portable/notebook_final.json,KEEP
provenance/verification/portable/notebook_offline.json,provenance/verification/portable/notebook_offline.json,KEEP
provenance/verification/portable/verify_data.json,provenance/verification/portable/verify_data.json,KEEP
provenance/verification/portable/verify_exact_replay.json,provenance/verification/portable/verify_exact_replay.json,KEEP
provenance/verification/portable/verify_physics.json,provenance/verification/portable/verify_physics.json,KEEP
provenance/verification/release_tests.log,provenance/verification/release_tests.log,KEEP
provenance/verification/science/clean_candidate.json,provenance/verification/science/clean_candidate.json,KEEP
provenance/verification/science/notebook.json,provenance/verification/science/notebook.json,KEEP
provenance/verification/science/notebook_execution.log,provenance/verification/science/notebook_execution.log,KEEP
provenance/verification/science/notebook_final.json,provenance/verification/science/notebook_final.json,KEEP
provenance/verification/science/release_tests.log,provenance/verification/science/release_tests.log,KEEP
provenance/verification/science/verify_data.json,provenance/verification/science/verify_data.json,KEEP
provenance/verification/science/verify_exact_replay.json,provenance/verification/science/verify_exact_replay.json,KEEP
provenance/verification/science/verify_physics.json,provenance/verification/science/verify_physics.json,KEEP
provenance/verification/slides_issues.txt,provenance/verification/slides_issues.txt,KEEP
provenance/verification/slides_schema.txt,provenance/verification/slides_schema.txt,KEEP
release_statistics.csv,release_statistics.csv,KEEP
release_statistics.json,release_statistics.json,KEEP
release_status.json,release_status.json,KEEP
report.md,report.md,KEEP
report.pdf,report.pdf,KEEP
research_scripts/amend_stage6_followup_control.py,research_scripts/amend_stage6_followup_control.py,KEEP
research_scripts/analyze_stage3_slices.py,research_scripts/analyze_stage3_slices.py,KEEP
research_scripts/analyze_stage4.py,research_scripts/analyze_stage4.py,KEEP
research_scripts/analyze_stage5_audit.py,research_scripts/analyze_stage5_audit.py,KEEP
research_scripts/analyze_stage5_audit_details.py,research_scripts/analyze_stage5_audit_details.py,KEEP
research_scripts/analyze_stage5_counterexample.py,research_scripts/analyze_stage5_counterexample.py,KEEP
research_scripts/analyze_stage5_dynamics.py,research_scripts/analyze_stage5_dynamics.py,KEEP
research_scripts/analyze_stage5_fixed.py,research_scripts/analyze_stage5_fixed.py,KEEP
research_scripts/analyze_stage5_floating.py,research_scripts/analyze_stage5_floating.py,KEEP
research_scripts/analyze_stage5_full_measurements.py,research_scripts/analyze_stage5_full_measurements.py,KEEP
research_scripts/analyze_stage5_grid.py,research_scripts/analyze_stage5_grid.py,KEEP
research_scripts/analyze_stage5_map.py,research_scripts/analyze_stage5_map.py,KEEP
research_scripts/analyze_stage5_measurement_cost.py,research_scripts/analyze_stage5_measurement_cost.py,KEEP
research_scripts/analyze_stage5_n12.py,research_scripts/analyze_stage5_n12.py,KEEP
research_scripts/analyze_stage5_physical_ranges.py,research_scripts/analyze_stage5_physical_ranges.py,KEEP
research_scripts/analyze_stage5_reoptimization.py,research_scripts/analyze_stage5_reoptimization.py,KEEP
research_scripts/analyze_stage5_results.py,research_scripts/analyze_stage5_results.py,KEEP
research_scripts/analyze_stage5_size_extension.py,research_scripts/analyze_stage5_size_extension.py,KEEP
research_scripts/analyze_stage5_windows.py,research_scripts/analyze_stage5_windows.py,KEEP
research_scripts/analyze_stage5_windows_refined.py,research_scripts/analyze_stage5_windows_refined.py,KEEP
research_scripts/analyze_stage6_analytic_limit.py,research_scripts/analyze_stage6_analytic_limit.py,KEEP
research_scripts/analyze_stage6_atlas.py,research_scripts/analyze_stage6_atlas.py,KEEP
research_scripts/analyze_stage6_attribution_v2.py,research_scripts/analyze_stage6_attribution_v2.py,KEEP
research_scripts/analyze_stage6_boundaries.py,research_scripts/analyze_stage6_boundaries.py,KEEP
research_scripts/analyze_stage6_branch_switches.py,research_scripts/analyze_stage6_branch_switches.py,KEEP
research_scripts/analyze_stage6_candidates.py,research_scripts/analyze_stage6_candidates.py,KEEP
research_scripts/analyze_stage6_checkpoint_budgets.py,research_scripts/analyze_stage6_checkpoint_budgets.py,KEEP
research_scripts/analyze_stage6_confirmation_detection.py,research_scripts/analyze_stage6_confirmation_detection.py,KEEP
research_scripts/analyze_stage6_confirmation_selection.py,research_scripts/analyze_stage6_confirmation_selection.py,KEEP
research_scripts/analyze_stage6_cross_structure.py,research_scripts/analyze_stage6_cross_structure.py,KEEP
research_scripts/analyze_stage6_detector_boundaries.py,research_scripts/analyze_stage6_detector_boundaries.py,KEEP
research_scripts/analyze_stage6_end_to_end.py,research_scripts/analyze_stage6_end_to_end.py,KEEP
research_scripts/analyze_stage6_error_decomposition.py,research_scripts/analyze_stage6_error_decomposition.py,KEEP
research_scripts/analyze_stage6_failures.py,research_scripts/analyze_stage6_failures.py,KEEP
research_scripts/analyze_stage6_floating_evidence.py,research_scripts/analyze_stage6_floating_evidence.py,KEEP
research_scripts/analyze_stage6_floating_evidence_v2.py,research_scripts/analyze_stage6_floating_evidence_v2.py,KEEP
research_scripts/analyze_stage6_floating_evidence_v3.py,research_scripts/analyze_stage6_floating_evidence_v3.py,KEEP
research_scripts/analyze_stage6_floating_evidence_v4.py,research_scripts/analyze_stage6_floating_evidence_v4.py,KEEP
research_scripts/analyze_stage6_followup.py,research_scripts/analyze_stage6_followup.py,KEEP
research_scripts/analyze_stage6_friedel.py,research_scripts/analyze_stage6_friedel.py,KEEP
research_scripts/analyze_stage6_friedel_sensitivity.py,research_scripts/analyze_stage6_friedel_sensitivity.py,KEEP
research_scripts/analyze_stage6_ideal_detector_boundaries.py,research_scripts/analyze_stage6_ideal_detector_boundaries.py,KEEP
research_scripts/analyze_stage6_identifiability.py,research_scripts/analyze_stage6_identifiability.py,KEEP
research_scripts/analyze_stage6_maps.py,research_scripts/analyze_stage6_maps.py,KEEP
research_scripts/analyze_stage6_mps.py,research_scripts/analyze_stage6_mps.py,KEEP
research_scripts/analyze_stage6_n12_budget_pair.py,research_scripts/analyze_stage6_n12_budget_pair.py,KEEP
research_scripts/analyze_stage6_n12_noise_scope.py,research_scripts/analyze_stage6_n12_noise_scope.py,KEEP
research_scripts/analyze_stage6_n12_window.py,research_scripts/analyze_stage6_n12_window.py,KEEP
research_scripts/analyze_stage6_paired_ablations.py,research_scripts/analyze_stage6_paired_ablations.py,KEEP
research_scripts/analyze_stage6_pure_windows.py,research_scripts/analyze_stage6_pure_windows.py,KEEP
research_scripts/analyze_stage6_reference_scope_audit.py,research_scripts/analyze_stage6_reference_scope_audit.py,KEEP
research_scripts/analyze_stage6_response_robustness.py,research_scripts/analyze_stage6_response_robustness.py,KEEP
research_scripts/analyze_stage6_training_scope.py,research_scripts/analyze_stage6_training_scope.py,KEEP
research_scripts/analyze_stage6_transfer_failures.py,research_scripts/analyze_stage6_transfer_failures.py,KEEP
research_scripts/analyze_stage6_translation_failures.py,research_scripts/analyze_stage6_translation_failures.py,KEEP
research_scripts/analyze_upgrade.py,research_scripts/analyze_upgrade.py,KEEP
research_scripts/analyze_upgrade_comparison.py,research_scripts/analyze_upgrade_comparison.py,KEEP
research_scripts/analyze_upgrade_dynamics.py,research_scripts/analyze_upgrade_dynamics.py,KEEP
research_scripts/analyze_upgrade_extras.py,research_scripts/analyze_upgrade_extras.py,KEEP
research_scripts/analyze_upgrade_floating_bridge.py,research_scripts/analyze_upgrade_floating_bridge.py,KEEP
research_scripts/analyze_upgrade_oracle.py,research_scripts/analyze_upgrade_oracle.py,KEEP
research_scripts/analyze_upgrade_spectrum.py,research_scripts/analyze_upgrade_spectrum.py,KEEP
research_scripts/audit_stage5_hva_legacy.py,research_scripts/audit_stage5_hva_legacy.py,KEEP
research_scripts/audit_stage6_intermediates.py,research_scripts/audit_stage6_intermediates.py,KEEP
research_scripts/bridge_stage6_boundary.py,research_scripts/bridge_stage6_boundary.py,KEEP
research_scripts/build_calibration_notebook.py,research_scripts/build_calibration_notebook.py,KEEP
research_scripts/build_notebook.py,research_scripts/build_notebook.py,KEEP
research_scripts/build_stage3_notebook.py,research_scripts/build_stage3_notebook.py,KEEP
research_scripts/build_stage5_slides.py,research_scripts/build_stage5_slides.py,KEEP
research_scripts/build_stage5_submission.py,research_scripts/build_stage5_submission.py,KEEP
research_scripts/build_stage6_decision.py,research_scripts/build_stage6_decision.py,KEEP
research_scripts/build_stage6_evaluation_reference.py,research_scripts/build_stage6_evaluation_reference.py,KEEP
research_scripts/build_stage6_evidence_ledger.py,research_scripts/build_stage6_evidence_ledger.py,KEEP
research_scripts/build_stage6_followup_notebook.py,research_scripts/build_stage6_followup_notebook.py,KEEP
research_scripts/build_stage6_followup_report.py,research_scripts/build_stage6_followup_report.py,KEEP
research_scripts/build_stage6_metadata.py,research_scripts/build_stage6_metadata.py,KEEP
research_scripts/build_stage6_notebook.py,research_scripts/build_stage6_notebook.py,KEEP
research_scripts/build_stage6_report.py,research_scripts/build_stage6_report.py,KEEP
research_scripts/build_stage6_summary_pdf.py,research_scripts/build_stage6_summary_pdf.py,KEEP
research_scripts/build_stage6_window_reference.py,research_scripts/build_stage6_window_reference.py,KEEP
research_scripts/build_submission.py,research_scripts/build_submission.py,KEEP
research_scripts/build_submission_notebook.py,research_scripts/build_submission_notebook.py,KEEP
research_scripts/build_submission_slides.py,research_scripts/build_submission_slides.py,KEEP
research_scripts/build_upgrade_slide_figure.py,research_scripts/build_upgrade_slide_figure.py,KEEP
research_scripts/build_upgrade_slides.py,research_scripts/build_upgrade_slides.py,KEEP
research_scripts/build_upgrade_submission.py,research_scripts/build_upgrade_submission.py,KEEP
research_scripts/check_stage6_reference_translation.py,research_scripts/check_stage6_reference_translation.py,KEEP
research_scripts/compact_stage6_indices.py,research_scripts/compact_stage6_indices.py,KEEP
research_scripts/complete_stage5_exports.py,research_scripts/complete_stage5_exports.py,KEEP
research_scripts/correct_stage5_s0.py,research_scripts/correct_stage5_s0.py,KEEP
research_scripts/diagnose_stage6_low_energy_sectors.py,research_scripts/diagnose_stage6_low_energy_sectors.py,KEEP
research_scripts/document_stage6_task_counterexamples.py,research_scripts/document_stage6_task_counterexamples.py,KEEP
research_scripts/estimate_stage6_n12_density_cost.py,research_scripts/estimate_stage6_n12_density_cost.py,KEEP
research_scripts/execute_stage6_notebook.py,research_scripts/execute_stage6_notebook.py,KEEP
research_scripts/explain_stage6_floating_bottlenecks.py,research_scripts/explain_stage6_floating_bottlenecks.py,KEEP
research_scripts/export_stage5_map.py,research_scripts/export_stage5_map.py,KEEP
research_scripts/export_stage6_mps_spectrum.py,research_scripts/export_stage6_mps_spectrum.py,KEEP
research_scripts/export_stage6_mps_spectrum_v4.py,research_scripts/export_stage6_mps_spectrum_v4.py,KEEP
research_scripts/export_stage6_reference_v2.py,research_scripts/export_stage6_reference_v2.py,KEEP
research_scripts/export_stage6_reference_v3.py,research_scripts/export_stage6_reference_v3.py,KEEP
research_scripts/export_stage6_reference_v4.py,research_scripts/export_stage6_reference_v4.py,KEEP
research_scripts/export_stage6_reference_v5.py,research_scripts/export_stage6_reference_v5.py,KEEP
research_scripts/export_stage6_reference_v6.py,research_scripts/export_stage6_reference_v6.py,KEEP
research_scripts/finalize_stage4.py,research_scripts/finalize_stage4.py,KEEP
research_scripts/finalize_stage5.py,research_scripts/finalize_stage5.py,KEEP
research_scripts/finalize_stage6_followup_verification.py,research_scripts/finalize_stage6_followup_verification.py,KEEP
research_scripts/finalize_upgrade.py,research_scripts/finalize_upgrade.py,KEEP
research_scripts/freeze_stage5_mitigation.py,research_scripts/freeze_stage5_mitigation.py,KEEP
research_scripts/freeze_stage5_n12_detection.py,research_scripts/freeze_stage5_n12_detection.py,KEEP
research_scripts/freeze_stage5_selector.py,research_scripts/freeze_stage5_selector.py,KEEP
research_scripts/freeze_stage6_benchmark.py,research_scripts/freeze_stage6_benchmark.py,KEEP
research_scripts/freeze_stage6_methods.py,research_scripts/freeze_stage6_methods.py,KEEP
research_scripts/freeze_stage6_mitigation.py,research_scripts/freeze_stage6_mitigation.py,KEEP
research_scripts/freeze_stage6_mps_refinement.py,research_scripts/freeze_stage6_mps_refinement.py,KEEP
research_scripts/freeze_stage6_n12_noise.py,research_scripts/freeze_stage6_n12_noise.py,KEEP
research_scripts/freeze_stage6_n12_window.py,research_scripts/freeze_stage6_n12_window.py,KEEP
research_scripts/freeze_stage6_pairs.py,research_scripts/freeze_stage6_pairs.py,KEEP
research_scripts/freeze_upgrade.py,research_scripts/freeze_upgrade.py,KEEP
research_scripts/freeze_upgrade_mps.py,research_scripts/freeze_upgrade_mps.py,KEEP
research_scripts/grade_upgrade_floating.py,research_scripts/grade_upgrade_floating.py,KEEP
research_scripts/init_stage5.py,research_scripts/init_stage5.py,KEEP
research_scripts/init_stage6.py,research_scripts/init_stage6.py,KEEP
research_scripts/init_stage6_followup.py,research_scripts/init_stage6_followup.py,KEEP
research_scripts/init_upgrade.py,research_scripts/init_upgrade.py,KEEP
research_scripts/package_stage3.py,research_scripts/package_stage3.py,KEEP
research_scripts/package_stage4.py,research_scripts/package_stage4.py,KEEP
research_scripts/package_stage5.py,research_scripts/package_stage5.py,KEEP
research_scripts/package_stage6.py,research_scripts/package_stage6.py,KEEP
research_scripts/package_stage6_followup.py,research_scripts/package_stage6_followup.py,KEEP
research_scripts/package_upgrade.py,research_scripts/package_upgrade.py,KEEP
research_scripts/plot_stage5.py,research_scripts/plot_stage5.py,KEEP
research_scripts/plot_stage6_atlas.py,research_scripts/plot_stage6_atlas.py,KEEP
research_scripts/plot_stage6_boundaries.py,research_scripts/plot_stage6_boundaries.py,KEEP
research_scripts/plot_stage6_candidates.py,research_scripts/plot_stage6_candidates.py,KEEP
research_scripts/plot_stage6_cross_structure.py,research_scripts/plot_stage6_cross_structure.py,KEEP
research_scripts/plot_stage6_d2_windows.py,research_scripts/plot_stage6_d2_windows.py,KEEP
research_scripts/plot_stage6_detector_comparison.py,research_scripts/plot_stage6_detector_comparison.py,KEEP
research_scripts/plot_stage6_floating.py,research_scripts/plot_stage6_floating.py,KEEP
research_scripts/plot_stage6_followup.py,research_scripts/plot_stage6_followup.py,KEEP
research_scripts/plot_stage6_friedel.py,research_scripts/plot_stage6_friedel.py,KEEP
research_scripts/plot_stage6_gate_jump_controls.py,research_scripts/plot_stage6_gate_jump_controls.py,KEEP
research_scripts/plot_stage6_h425_controls.py,research_scripts/plot_stage6_h425_controls.py,KEEP
research_scripts/plot_stage6_ideal_detector_boundaries.py,research_scripts/plot_stage6_ideal_detector_boundaries.py,KEEP
research_scripts/plot_stage6_maps.py,research_scripts/plot_stage6_maps.py,KEEP
research_scripts/plot_stage6_n12_noise_sf.py,research_scripts/plot_stage6_n12_noise_sf.py,KEEP
research_scripts/plot_stage6_n12_window.py,research_scripts/plot_stage6_n12_window.py,KEEP
research_scripts/plot_stage6_noise.py,research_scripts/plot_stage6_noise.py,KEEP
research_scripts/plot_stage6_reference_layers.py,research_scripts/plot_stage6_reference_layers.py,KEEP
research_scripts/plot_stage6_reference_layers_v5.py,research_scripts/plot_stage6_reference_layers_v5.py,KEEP
research_scripts/plot_stage6_reference_layers_v6.py,research_scripts/plot_stage6_reference_layers_v6.py,KEEP
research_scripts/plot_stage6_size_evidence.py,research_scripts/plot_stage6_size_evidence.py,KEEP
research_scripts/plot_stage6_transfer_regions.py,research_scripts/plot_stage6_transfer_regions.py,KEEP
research_scripts/render_stage5_pdf.py,research_scripts/render_stage5_pdf.py,KEEP
research_scripts/render_submission_pdf.py,research_scripts/render_submission_pdf.py,KEEP
research_scripts/render_upgrade_pdf.py,research_scripts/render_upgrade_pdf.py,KEEP
research_scripts/report_calibration.py,research_scripts/report_calibration.py,KEEP
research_scripts/report_stage3.py,research_scripts/report_stage3.py,KEEP
research_scripts/reproduce_stage6_light.py,research_scripts/reproduce_stage6_light.py,KEEP
research_scripts/reuse_stage6_b5.py,research_scripts/reuse_stage6_b5.py,KEEP
research_scripts/run_baseline.py,research_scripts/run_baseline.py,KEEP
research_scripts/run_calibration.py,research_scripts/run_calibration.py,KEEP
research_scripts/run_diagnostics.py,research_scripts/run_diagnostics.py,KEEP
research_scripts/run_noise_smoke.py,research_scripts/run_noise_smoke.py,KEEP
research_scripts/run_stage3_ab.py,research_scripts/run_stage3_ab.py,KEEP
research_scripts/run_stage3_grid.py,research_scripts/run_stage3_grid.py,KEEP
research_scripts/run_stage3_slices.py,research_scripts/run_stage3_slices.py,KEEP
research_scripts/run_stage4.py,research_scripts/run_stage4.py,KEEP
research_scripts/run_stage5_branches.py,research_scripts/run_stage5_branches.py,KEEP
research_scripts/run_stage5_branches_refined.py,research_scripts/run_stage5_branches_refined.py,KEEP
research_scripts/run_stage5_candidates.py,research_scripts/run_stage5_candidates.py,KEEP
research_scripts/run_stage5_chi512.py,research_scripts/run_stage5_chi512.py,KEEP
research_scripts/run_stage5_dynamics.py,research_scripts/run_stage5_dynamics.py,KEEP
research_scripts/run_stage5_e2e.py,research_scripts/run_stage5_e2e.py,KEEP
research_scripts/run_stage5_e2e_full.py,research_scripts/run_stage5_e2e_full.py,KEEP
research_scripts/run_stage5_e2e_n12.py,research_scripts/run_stage5_e2e_n12.py,KEEP
research_scripts/run_stage5_e2e_refined.py,research_scripts/run_stage5_e2e_refined.py,KEEP
research_scripts/run_stage5_finalize_queue.py,research_scripts/run_stage5_finalize_queue.py,KEEP
research_scripts/run_stage5_fixed_shots.py,research_scripts/run_stage5_fixed_shots.py,KEEP
research_scripts/run_stage5_floating.py,research_scripts/run_stage5_floating.py,KEEP
research_scripts/run_stage5_full_raw_shots.py,research_scripts/run_stage5_full_raw_shots.py,KEEP
research_scripts/run_stage5_map_noise.py,research_scripts/run_stage5_map_noise.py,KEEP
research_scripts/run_stage5_mps_followups.py,research_scripts/run_stage5_mps_followups.py,KEEP
research_scripts/run_stage5_n12_gap.py,research_scripts/run_stage5_n12_gap.py,KEEP
research_scripts/run_stage5_n12_mid.py,research_scripts/run_stage5_n12_mid.py,KEEP
research_scripts/run_stage5_n12_noise.py,research_scripts/run_stage5_n12_noise.py,KEEP
research_scripts/run_stage5_n12_tail.py,research_scripts/run_stage5_n12_tail.py,KEEP
research_scripts/run_stage5_pipeline.py,research_scripts/run_stage5_pipeline.py,KEEP
research_scripts/run_stage5_refined_candidates.py,research_scripts/run_stage5_refined_candidates.py,KEEP
research_scripts/run_stage5_size_extension.py,research_scripts/run_stage5_size_extension.py,KEEP
research_scripts/run_stage6_atlas.py,research_scripts/run_stage6_atlas.py,KEEP
research_scripts/run_stage6_b3.py,research_scripts/run_stage6_b3.py,KEEP
research_scripts/run_stage6_candidates.py,research_scripts/run_stage6_candidates.py,KEEP
research_scripts/run_stage6_confirmation_queue.py,research_scripts/run_stage6_confirmation_queue.py,KEEP
research_scripts/run_stage6_d2_windows.py,research_scripts/run_stage6_d2_windows.py,KEEP
research_scripts/run_stage6_end_to_end.py,research_scripts/run_stage6_end_to_end.py,KEEP
research_scripts/run_stage6_energy_continuation.py,research_scripts/run_stage6_energy_continuation.py,KEEP
research_scripts/run_stage6_final_analysis_queue.py,research_scripts/run_stage6_final_analysis_queue.py,KEEP
research_scripts/run_stage6_fixed_optimization.py,research_scripts/run_stage6_fixed_optimization.py,KEEP
